X	Y	Class label
0.378	0.494	circle
0.365	0.424	circle
0.404	0.437	circle
0.381	0.452	circle
0.382	0.472	circle
0.357	0.449	circle
0.362	0.456	circle
0.410	0.446	circle
0.372	0.472	circle
0.396	0.445	circle
0.366	0.458	circle
0.406	0.409	circle
0.413	0.412	circle
0.408	0.392	circle
0.396	0.427	circle
0.369	0.381	circle
0.420	0.401	circle
0.413	0.392	circle
0.396	0.426	circle
0.410	0.416	circle
0.373	0.411	circle
0.487	0.423	circle
0.484	0.423	circle
0.465	0.398	circle
0.441	0.416	circle
0.454	0.435	circle
0.499	0.422	circle
0.497	0.410	circle
0.469	0.416	circle
0.436	0.392	circle
0.441	0.428	circle
0.542	0.404	circle
0.516	0.421	circle
0.511	0.393	circle
0.505	0.390	circle
0.516	0.411	circle
0.514	0.403	circle
0.498	0.393	circle
0.537	0.406	circle
0.515	0.384	circle
0.514	0.403	circle
0.589	0.410	circle
0.585	0.423	circle
0.578	0.447	circle
0.575	0.447	circle
0.587	0.449	circle
0.591	0.421	circle
0.583	0.426	circle
0.590	0.417	circle
0.560	0.428	circle
0.568	0.445	circle
0.601	0.440	circle
0.590	0.487	circle
0.589	0.460	circle
0.601	0.483	circle
0.617	0.495	circle
0.600	0.462	circle
0.619	0.441	circle
0.616	0.462	circle
0.597	0.475	circle
0.592	0.474	circle
0.577	0.505	circle
0.606	0.507	circle
0.603	0.485	circle
0.584	0.511	circle
0.613	0.485	circle
0.579	0.481	circle
0.599	0.490	circle
0.597	0.474	circle
0.626	0.485	circle
0.586	0.505	circle
0.586	0.543	circle
0.582	0.522	circle
0.584	0.514	circle
0.604	0.545	circle
0.569	0.534	circle
0.593	0.548	circle
0.579	0.518	circle
0.572	0.564	circle
0.604	0.531	circle
0.560	0.517	circle
0.566	0.564	circle
0.559	0.563	circle
0.512	0.581	circle
0.552	0.580	circle
0.534	0.570	circle
0.574	0.588	circle
0.549	0.570	circle
0.554	0.552	circle
0.532	0.591	circle
0.570	0.568	circle
0.515	0.612	circle
0.512	0.592	circle
0.506	0.594	circle
0.550	0.612	circle
0.517	0.606	circle
0.528	0.597	circle
0.537	0.580	circle
0.528	0.603	circle
0.531	0.602	circle
0.514	0.621	circle
0.475	0.591	circle
0.478	0.616	circle
0.494	0.657	circle
0.467	0.624	circle
0.480	0.632	circle
0.474	0.638	circle
0.471	0.605	circle
0.471	0.646	circle
0.496	0.616	circle
0.468	0.654	circle
0.425	0.660	circle
0.414	0.646	circle
0.441	0.641	circle
0.449	0.616	circle
0.415	0.631	circle
0.483	0.644	circle
0.460	0.595	circle
0.455	0.629	circle
0.439	0.647	circle
0.440	0.620	circle
0.413	0.658	circle
0.421	0.662	circle
0.404	0.629	circle
0.415	0.614	circle
0.411	0.631	circle
0.416	0.613	circle
0.408	0.616	circle
0.410	0.626	circle
0.404	0.637	circle
0.443	0.639	circle
0.470	0.641	circle
0.507	0.641	circle
0.482	0.641	circle
0.504	0.620	circle
0.472	0.612	circle
0.427	0.616	circle
0.507	0.617	circle
0.477	0.619	circle
0.485	0.654	circle
0.472	0.649	circle
0.550	0.623	circle
0.503	0.621	circle
0.518	0.606	circle
0.556	0.595	circle
0.538	0.643	circle
0.557	0.605	circle
0.566	0.629	circle
0.523	0.604	circle
0.538	0.621	circle
0.514	0.593	circle
0.562	0.569	circle
0.546	0.572	circle
0.550	0.586	circle
0.586	0.583	circle
0.547	0.563	circle
0.577	0.574	circle
0.576	0.606	circle
0.547	0.591	circle
0.565	0.568	circle
0.576	0.614	circle
0.594	0.538	circle
0.578	0.594	circle
0.601	0.526	circle
0.607	0.558	circle
0.574	0.577	circle
0.567	0.559	circle
0.585	0.541	circle
0.565	0.531	circle
0.561	0.535	circle
0.600	0.551	circle
0.590	0.464	circle
0.608	0.483	circle
0.626	0.458	circle
0.603	0.515	circle
0.579	0.478	circle
0.612	0.473	circle
0.593	0.474	circle
0.603	0.472	circle
0.595	0.484	circle
0.600	0.494	circle
0.593	0.435	circle
0.591	0.455	circle
0.600	0.449	circle
0.607	0.425	circle
0.598	0.459	circle
0.611	0.462	circle
0.591	0.425	circle
0.580	0.433	circle
0.569	0.444	circle
0.609	0.432	circle
0.555	0.421	circle
0.577	0.395	circle
0.567	0.402	circle
0.520	0.403	circle
0.587	0.397	circle
0.554	0.399	circle
0.557	0.386	circle
0.584	0.402	circle
0.524	0.406	circle
0.553	0.389	circle
0.537	0.413	circle
0.539	0.380	circle
0.531	0.410	circle
0.514	0.379	circle
0.506	0.405	circle
0.519	0.371	circle
0.526	0.390	circle
0.517	0.420	circle
0.498	0.411	circle
0.498	0.368	circle
0.462	0.426	circle
0.450	0.412	circle
0.482	0.392	circle
0.449	0.412	circle
0.517	0.413	circle
0.459	0.416	circle
0.482	0.396	circle
0.480	0.380	circle
0.504	0.411	circle
0.493	0.393	circle
0.459	0.418	circle
0.434	0.413	circle
0.441	0.418	circle
0.466	0.429	circle
0.453	0.433	circle
0.451	0.435	circle
0.453	0.449	circle
0.447	0.427	circle
0.440	0.417	circle
0.453	0.416	circle
0.408	0.447	circle
0.413	0.464	circle
0.399	0.398	circle
0.393	0.400	circle
0.417	0.418	circle
0.412	0.428	circle
0.386	0.438	circle
0.429	0.451	circle
0.432	0.413	circle
0.396	0.408	circle
0.383	0.479	circle
0.408	0.459	circle
0.380	0.479	circle
0.384	0.480	circle
0.391	0.478	circle
0.403	0.454	circle
0.351	0.486	circle
0.359	0.455	circle
0.402	0.468	circle
0.331	0.502	circle
0.382	0.523	circle
0.369	0.548	circle
0.359	0.518	circle
0.321	0.514	circle
0.328	0.511	circle
0.320	0.524	circle
0.344	0.539	circle
0.343	0.551	circle
0.363	0.525	circle
0.360	0.528	circle
0.367	0.566	circle
0.375	0.550	circle
0.383	0.539	circle
0.328	0.572	circle
0.405	0.576	circle
0.375	0.593	circle
0.343	0.600	circle
0.379	0.572	circle
0.349	0.560	circle
0.341	0.579	circle
0.385	0.567	circle
0.344	0.623	circle
0.379	0.605	circle
0.380	0.614	circle
0.378	0.622	circle
0.395	0.604	circle
0.429	0.602	circle
0.394	0.598	circle
0.381	0.617	circle
0.390	0.586	circle
0.431	0.640	circle
0.427	0.622	circle
0.438	0.629	circle
0.453	0.620	circle
0.439	0.625	circle
0.417	0.596	circle
0.425	0.615	circle
0.418	0.636	circle
0.431	0.594	circle
0.428	0.603	circle
0.482	0.626	circle
0.483	0.635	circle
0.504	0.628	circle
0.512	0.628	circle
0.470	0.639	circle
0.483	0.637	circle
0.474	0.598	circle
0.453	0.599	circle
0.526	0.628	circle
0.500	0.622	circle
0.534	0.619	circle
0.529	0.615	circle
0.530	0.605	circle
0.535	0.599	circle
0.532	0.625	circle
0.519	0.597	circle
0.540	0.620	circle
0.508	0.589	circle
0.574	0.585	circle
0.540	0.585	circle
0.596	0.605	circle
0.572	0.610	circle
0.601	0.556	circle
0.623	0.597	circle
0.637	0.597	circle
0.608	0.578	circle
0.581	0.631	circle
0.610	0.598	circle
0.587	0.598	circle
0.612	0.608	circle
0.592	0.536	circle
0.623	0.531	circle
0.648	0.545	circle
0.639	0.547	circle
0.665	0.544	circle
0.646	0.568	circle
0.643	0.546	circle
0.618	0.570	circle
0.621	0.545	circle
0.622	0.547	circle
0.654	0.486	circle
0.643	0.474	circle
0.658	0.503	circle
0.651	0.520	circle
0.660	0.474	circle
0.626	0.491	circle
0.663	0.480	circle
0.653	0.476	circle
0.659	0.491	circle
0.643	0.492	circle
0.626	0.454	circle
0.647	0.436	circle
0.650	0.452	circle
0.659	0.430	circle
0.638	0.419	circle
0.596	0.444	circle
0.636	0.420	circle
0.620	0.478	circle
0.628	0.503	circle
0.622	0.444	circle
0.587	0.406	circle
0.569	0.424	circle
0.589	0.420	circle
0.610	0.422	circle
0.602	0.441	circle
0.635	0.390	circle
0.587	0.433	circle
0.604	0.406	circle
0.599	0.397	circle
0.605	0.406	circle
0.592	0.416	circle
0.559	0.434	circle
0.555	0.422	circle
0.606	0.417	circle
0.588	0.418	circle
0.592	0.395	circle
0.567	0.373	circle
0.574	0.425	circle
0.547	0.419	circle
0.588	0.399	circle
0.524	0.390	circle
0.524	0.414	circle
0.560	0.385	circle
0.565	0.385	circle
0.550	0.400	circle
0.583	0.384	circle
0.564	0.413	circle
0.560	0.420	circle
0.548	0.394	circle
0.576	0.405	circle
